1.570796, 1.570796, 0.000000
1.570796, 1.570796, 0.000000
1.570796, 1.570796, -nan
1.570796, 1.570796, -nan
1.570796, 1.570796, 0.000000
1.570796, 1.570796, 0.000000
1.570796, 1.570796, 0.000000
1.570796, 1.570796, 0.000000
1.570796, 1.570796, 0.000000
1.570796, 1.570796, 0.000000
1.570796, 1.570796, 0.000000
1.570796, 1.570796, 0.000000
1.570796, 1.570796, 0.000000
1.570796, 1.570796, 0.000000
1.570796, 1.570796, 0.000000
1.570796, 1.570796, 0.000000
1.570796, 1.570796, 0.000000
1.570796, 1.570796, 0.000000
1.745329, 1.745329, 0.000000
1.745329, 1.745329, 0.000000
1.745329, 1.745329, 0.000000
1.745329, 1.745329, 0.000000
1.745329, 1.745329, 0.000000
1.745329, 1.745329, 0.000000
1.745329, 1.745329, 0.000000
1.745329, 1.745329, 0.000000
1.570796, 1.570796, 0.000000
1.570796, 1.570796, 0.000000
1.570796, 1.570796, 0.000000
1.570796, 1.570796, 0.000000
1.570796, 1.570796, 0.000000
1.570796, 1.570796, 0.000000
1.570796, 1.570796, 0.000000
1.396263, 1.396263, 0.000000
1.396263, 1.396263, 0.000000
1.396263, 1.396263, 0.000000
1.396263, 1.396263, 0.000000
1.396263, 1.396263, 0.000000
1.396263, 1.396263, 0.000000
1.396263, 1.396263, 0.000000
1.396263, 1.396263, 0.000000
1.570796, 1.570796, 0.000000
1.570796, 1.570796, 0.000000
1.570796, 1.570796, 0.000000
1.570796, 1.570796, 0.000000
1.570796, 1.570796, 0.000000
1.570796, 1.570796, 0.000000
1.570796, 1.570796, 0.000000
1.745329, 1.745329, 0.000000
1.745329, 1.745329, 0.000000
1.745329, 1.745329, 0.000000
1.745329, 1.745329, 0.000000
1.745329, 1.745329, 0.000000
1.745329, 1.745329, 0.000000
1.745329, 1.745329, 0.000000
1.745329, 1.745329, 0.000000
1.745329, 1.745329, 0.000000
1.654415, 1.654415, 0.000000
1.570796, 1.570796, 0.000000
1.570796, 1.570796, 0.000000
1.570796, 1.570796, 0.000000
1.570796, 1.570796, 0.000000
1.570796, 1.570796, 0.000000
1.570796, 1.570796, 0.000000
1.570796, 1.570796, 0.000000
1.396263, 1.396263, 0.000000
1.396263, 1.396263, 0.000000
1.396263, 1.396263, 0.000000
1.396263, 1.396263, 0.000000
1.396263, 1.396263, 0.000000
1.396263, 1.396263, 0.000000
1.396263, 1.396263, 0.000000
1.570796, 1.570796, 0.000000
1.570796, 1.570796, 0.000000
1.570796, 1.570796, 0.000000
1.570796, 1.570796, 0.000000
1.570796, 1.570796, 0.000000
1.570796, 1.570796, 0.000000
1.570796, 1.570796, 0.000000
1.570796, 1.570796, 0.000000
1.570796, 1.570796, 0.000000
1.570796, 1.570796, 0.000000
1.570796, 1.570796, 0.000000
1.570796, 1.570796, 0.000000
1.570796, 1.570796, 0.000000
